No,名称,よみ,別名,別名よみ,山脈,標高,緯度,経度,都道府県,山域,備考
626,仁田岳,にっただけ,,,南アルプス,2524,35.36083333,138.1272222,静岡県,赤石山脈南部,☓
627,光岳,てかりだけ,,,南アルプス,2592,35.33805556,138.0838889,静岡県 長野県,赤石山脈南部,日本百名山
628,池口岳,いけぐちだけ,,,南アルプス,2392,35.33027778,138.0383333,長野県 静岡県,赤石山脈南部,日本二百名山
629,白倉山,しらくらやま,,,,1851,35.30166667,137.9922222,長野県 静岡県,赤石山脈南部,
630,熊伏山,くまぶしやま,,,,1654,35.26333333,137.895,長野県,赤石山脈南部,
631,大無間山,だいむげんざん,,,南アルプス,2330,35.25611111,138.1616667,静岡県,赤石山脈南部,日本二百名山
632,不動岳,ふどうがたけ,,,,2172,35.23555556,138.0411111,静岡県,赤石山脈南部,
633,黒法師岳,くろぼうしがたけ,,,,2068,35.19611111,138.0294444,静岡県,赤石山脈南部,
634,蕎麦粒山,そばつぶやま,,,,1627,35.12611111,138.0352778,静岡県,赤石山脈南部,
635,高塚山,たかつかやま,,,,1621,35.11555556,138.0036111,静岡県,赤石山脈南部,
636,京丸山,きょうまるやま,,,,1470,35.09611111,137.9658333,静岡県,赤石山脈南部,
637,秋葉山,あきはさん,,,,885,34.98166667,137.8661111,静岡県,赤石山脈南部,
638,八高山,はっこうさん,,,,832,34.9075,138.0566667,静岡県,赤石山脈南部,
639,笊ヶ岳,ざるがたけ,,,,2629,35.42416667,138.2594444,山梨県 静岡県,赤石山脈南部,日本二百名山
640,布引山,ぬのびきやま,,,,2584,35.40861111,138.2583333,山梨県 静岡県,赤石山脈南部,
641,青薙山,あおなぎやま,,,,2406,35.36972222,138.2286111,静岡県,赤石山脈南部,
642,身延山,みのぶさん,,,,1153,35.3975,138.4163889,山梨県,身延山地,
643,七面山,しちめんざん,,,,1989,35.36944444,138.3488889,山梨県,身延山地,日本二百名山
644,山伏,やんぶし,,,,2013,35.30444444,138.2852778,山梨県 静岡県,身延山地,
645,十枚山,じゅうまいざん,,,,1726,35.25361111,138.3780556,静岡県 山梨県,身延山地,
646,篠井山,しのいさん,,,,1394,35.24777778,138.4263889,山梨県,身延山地,
647,高ドッキョウ,たかどっきょう,,,,1133,35.17861111,138.4380556,山梨県 静岡県,身延山地,
648,竜爪山,りゅうそうざん,,,,1051,35.08833333,138.4036111,静岡県,身延山地,
649,久能山,くのうざん,,,,216,34.96611111,138.4680556,静岡県,身延山地,
650,茶臼山,ちゃうすやま,,,,1416,35.2275,137.6555556,長野県 愛知県,美濃・三河高原,
651,鷹ノ巣山,たかのすやま,,,,1153,35.1525,137.495,愛知県,美濃・三河高原,
652,鳳来寺山,ほうらいじさん,,,,695,34.98416667,137.5827778,愛知県,美濃・三河高原,
653,本宮山,ほんぐうさん,,,,789,34.90972222,137.4205556,愛知県,美濃・三河高原,
654,猿投山,さなげやま,,,,629,35.20583333,137.1669444,愛知県,美濃・三河高原,
655,金華山,きんかざん,,,,329,35.43333333,136.7813889,岐阜県,美濃・三河高原,
656,宝立山,ほうりゅうざん,,,,471,37.42861111,137.1625,石川県,能登半島,
657,鉢伏山,はちぶせやま,,,,544,37.37777778,136.9708333,石川県,能登半島,
658,石動山,せきどうさん,,,,564,36.96555556,136.9708333,石川県,宝達丘陵,
659,宝達山,ほうだつさん,,,,637,36.78194444,136.8130556,石川県,宝達丘陵,
660,二上山,ふたがみやま,,,,274,36.79,137.0152778,富山県,宝達丘陵,
661,牛岳,うしだけ,,,,987,36.54111111,137.0316667,富山県,飛騨高地,
662,白木峰,しらきみね,,,,1596,36.41555556,137.1122222,富山県 岐阜県,飛騨高地,
663,金剛堂山,こんごうどうざん,,,,1650,36.37888889,137.0488889,富山県,飛騨高地,日本二百名山
664,人形山,にんぎょうやま,,,,1726,36.34888889,136.9397222,岐阜県 富山県,飛騨高地,
665,三ヶ辻山,みつがつじやま,,,,1764,36.33805556,136.95,岐阜県,飛騨高地,
666,猿ヶ馬場山,さるがばばやま,,,,1875,36.22583333,136.9427778,岐阜県,飛騨高地,
667,御前岳,ごぜんだけ,,,,1816,36.19805556,136.9602778,岐阜県,飛騨高地,
668,大雨見山,おおあまみやま,,,,1336,36.25333333,137.2986111,岐阜県,飛騨高地,
669,位山,くらいやま,,,,1529,36.03833333,137.1966667,岐阜県,飛騨高地,日本二百名山
670,川上岳,かおれだけ,,,,1625,36.00833333,137.1494444,岐阜県,飛騨高地,
671,鷲ヶ岳,わしがたけ,,,,1671,35.94027778,136.9713889,岐阜県,飛騨高地,
672,八乙女山,やおとめやま,,,,756,36.54055556,136.9830556,富山県,白山山地,
673,高清水山,たかしょうずやま,,,,1145,36.47722222,136.9427778,富山県,白山山地,
674,医王山,いおうぜん,,,,939,36.51277778,136.7961111,富山県 石川県,白山山地,
675,口三方岳,くちさんぼうだけ,,,,1269,36.37333333,136.7155556,石川県,白山山地,
676,高三郎山,たかさぶろうやま,,,,1445,36.37111111,136.7736111,石川県,白山山地,
677,大門山,だいもんざん,,,,1572,36.36527778,136.8036111,富山県 石川県,白山山地,
678,大笠山,おおがさやま,,,,1822,36.32055556,136.7897222,富山県 石川県,白山山地,
679,笈ヶ岳,おいずるがだけ,,,,1841,36.29861111,136.7922222,富山県 石川県 岐阜県,白山山地,日本二百名山
680,三方岩岳,さんぽういわだけ,,,,1736,36.25805556,136.8444444,石川県 岐阜県,白山山地,
681,三方崩山,さんぽうくずれやま,,,,2059,36.17888889,136.8602778,岐阜県,白山山地,
682,七倉山,ななくらやま,,,白山,2557,36.17111111,136.7586111,石川県,白山山地,
683,白山,はくさん,,,白山,2702,36.155,136.7713889,石川県 岐阜県,白山山地,日本百名山
684,白山釈迦岳,はくさんしゃかだけ,,,白山,2053,36.15222222,136.7355556,石川県,白山山地,☓
685,別山,べっさん,,,白山,2399,36.10555556,136.7658333,石川県 岐阜県,白山山地,
686,願教寺山,がんきょうじやま,,,,1691,36.05694444,136.7397222,福井県 岐阜県,白山山地,
687,野伏ヶ岳,のぶせがだけ,,,,1674,36.01277778,136.7325,岐阜県 福井県,白山山地,
688,大日ヶ岳,だいにちがたけ,,,,1709,36.00138889,136.8377778,岐阜県,白山山地,日本二百名山
689,赤兎山,あかうさぎやま,,,,1629,36.0675,136.6619444,福井県 石川県,白山山地,
690,経ヶ岳,きょうがだけ,,,,1625,36.04638889,136.6219444,福井県,白山山地,
691,鷲走ヶ岳,わっそうがたけ,,,,1097,36.26583333,136.6155556,石川県,白山山地,
692,大日山,だいにちざん,,,,1368,36.16194444,136.4930556,石川県,白山山地,
693,富士写ヶ岳,ふじしゃがだけ,,,,942,36.18861111,136.3638889,石川県,白山山地,
694,浄法寺山,じょうほうじやま,,,,1053,36.125,136.3927778,福井県,白山山地,
695,国見岳,くにみだけ,,,,656,36.07916667,136.0838889,福井県,越美・伊吹山地,
696,日野山,ひのさん,,,,794,35.85916667,136.2075,福井県,越美・伊吹山地,
697,部子山,へこさん,,,,1464,35.88611111,136.4391667,福井県,越美・伊吹山地,
698,荒島岳,あらしまだけ,,,,1523,35.93416667,136.6013889,福井県,越美・伊吹山地,日本百名山
699,平家岳,へいけがだけ,,,,1442,35.81,136.7188889,福井県,越美・伊吹山地,
700,高賀山,こうがさん,,,,1224,35.67194444,136.8591667,岐阜県,越美・伊吹山地,
701,屏風山,びょうぶざん,,,,1354,35.79694444,136.6266667,福井県 岐阜県,越美・伊吹山地,
702,姥ヶ岳,うばがたけ,,,,1454,35.80944444,136.5058333,福井県,越美・伊吹山地,
703,能郷白山,のうごうはくさん,権現山,ごんげんさん,,1617,35.7625,136.5141667,岐阜県,越美・伊吹山地,日本二百名山
704,冠山,かんむりやま,,,,1257,35.77972222,136.4094444,福井県 岐阜県,越美・伊吹山地,
705,三周ヶ岳,さんしゅうがたけ,,,,1292,35.68361111,136.3,岐阜県,越美・伊吹山地,
706,金糞岳,かなくそだけ,,,,1317,35.55,136.3372222,岐阜県 滋賀県,越美・伊吹山地,
707,伊吹山,いぶきやま,,,,1377,35.41777778,136.4063889,滋賀県,越美・伊吹山地,日本百名山
708,霊仙山,りょうぜんざん,,,鈴鹿,1094,35.27916667,136.3813889,滋賀県,鈴鹿・布引山地,☓
709,笙ヶ岳,しょうがだけ,,,,908,35.28361111,136.5111111,岐阜県,鈴鹿・布引山地,
710,養老山,ようろうさん,,,,859,35.26305556,136.5233333,岐阜県,鈴鹿・布引山地,
711,御池岳,おいけだけ,,,鈴鹿,1247,35.17861111,136.415,滋賀県,鈴鹿・布引山地,
712,竜ヶ岳,りゅうがだけ,,,鈴鹿,1099,35.11944444,136.4452778,滋賀県 三重県,鈴鹿・布引山地,
713,御在所山,ございしょやま,,,鈴鹿,1212,35.02055556,136.4177778,滋賀県 三重県,鈴鹿・布引山地,日本二百名山
714,雨乞岳,あまごいだけ,,,鈴鹿,1238,35.02111111,136.3841667,滋賀県,鈴鹿・布引山地,☓
715,高畑山,たかはたやま,,,,773,34.88972222,136.3208333,三重県 滋賀県,鈴鹿・布引山地,
716,霊山,れいさん,,,,766,34.81722222,136.2605556,三重県,鈴鹿・布引山地,
717,経が峰,きょうがみね,,,,819,34.76638889,136.3744444,三重県,鈴鹿・布引山地,
718,笠取山,かさとりやま,,,,842,34.73416667,136.2966667,三重県,鈴鹿・布引山地,
719,武奈ヶ岳,ぶながだけ,,,,1214,35.26472222,135.8969444,滋賀県,琵琶湖周辺,日本二百名山
720,皆子山,みなこやま,,,,971,35.20222222,135.8352778,京都府 滋賀県,琵琶湖周辺,
721,蓬莱山,ほうらいさん,,,,1174,35.20944444,135.8858333,滋賀県,琵琶湖周辺,
722,比叡山,ひえいざん,,,,848,35.06583333,135.8344444,滋賀県 京都府,琵琶湖周辺,
723,音羽山,おとわやま,,,,593,34.97694444,135.8530556,京都府,琵琶湖周辺,
724,三上山,みかみやま,,,,432,35.05055556,136.0377778,滋賀県,琵琶湖周辺,
725,鷲峰山,じゅうぶざん,,,,682,34.83055556,135.9083333,京都府,笠置山地,
726,笠置山,かさぎやま,,,,324,34.75194444,135.9505556,京都府,笠置山地,
727,若草山,わかくさやま,三笠山,みかさやま,,342,34.69111111,135.8544444,奈良県,笠置山地,
728,三輪山,みわやま,,,,467,34.535,135.8669444,奈良県,笠置山地,
729,耳成山,みみなしやま,,,,139,34.51472222,135.8052778,奈良県,奈良盆地,
730,天香久山,あまのかぐやま,,,,152,34.49583333,135.8183333,奈良県,奈良盆地,
731,畝傍山,うねびやま,,,,199,34.4925,135.7847222,奈良県,奈良盆地,
732,生駒山,いこまやま,,,,642,34.67833333,135.6788889,大阪府 奈良県,生駒・金剛・和泉山地,
733,信貴山,しぎさん,,,,437,34.61277778,135.6683333,奈良県,生駒・金剛・和泉山地,
734,二上山,にじょうさん,雄岳,おだけ,,517,34.52583333,135.6775,奈良県,生駒・金剛・和泉山地,
735,葛城山,かつらぎさん,,,,959,34.45611111,135.6822222,奈良県 大阪府,生駒・金剛・和泉山地,
736,金剛山,こんごうざん,,,,1125,34.41944444,135.6730556,奈良県,生駒・金剛・和泉山地,日本二百名山
737,岩湧山,いわわきさん,,,,897,34.37416667,135.5511111,大阪府,生駒・金剛・和泉山地,
738,葛城山,かつらぎさん,,,,858,34.34805556,135.4344444,大阪府 和歌山県,生駒・金剛・和泉山地,
739,俎石山,そせきざん,,,,420,34.30833333,135.2077778,和歌山県 大阪府,生駒・金剛・和泉山地,
740,堀坂山,ほっさかさん,,,,757,34.54666667,136.4327778,三重県,高見山地,
741,尼ケ岳,あまがだけ,,,,957,34.5575,136.2197222,三重県,高見山地,
742,倶留尊山,くろそやま,,,,1037,34.53083333,136.1702778,三重県 奈良県,高見山地,
743,局ヶ岳,つぼねがだけ,,,,1029,34.46055556,136.3269444,三重県,高見山地,
744,三峰山,みうねやま,,,,1235,34.44861111,136.2063889,三重県 奈良県,高見山地,
745,高見山,たかみやま,,,,1248,34.42861111,136.0883333,三重県 奈良県,高見山地,
746,竜門岳,りゅうもんがだけ,,,,904,34.44055556,135.8977778,奈良県,高見山地,
747,朝熊ヶ岳,あさまがたけ,,,,555,34.46111111,136.7813889,三重県,紀伊山地東部,
748,七洞岳,ななほらがたけ,,,,778,34.37305556,136.5158333,三重県,紀伊山地東部,
749,迷岳,まよいだけ,,,,1309,34.35,136.2075,三重県,大台原山とその周辺,
750,国見山,くにみやま,,,,1419,34.37583333,136.0866667,三重県 奈良県,大台原山とその周辺,
751,池木屋山,いけごややま,,,,1396,34.31611111,136.1294444,三重県 奈良県,大台原山とその周辺,
752,白鬚岳,しらひげだけ,,,,1378,34.29305556,136.0469444,奈良県,大台原山とその周辺,
753,大台ヶ原山,おおだいがはらざん,日出ヶ岳,ひのでがたけ,,1695,34.18527778,136.1091667,奈良県 三重県,大台原山とその周辺,日本百名山
754,山上ヶ岳,さんじょうがたけ,,,大峰,1719,34.2525,135.9411111,奈良県,大峰山脈,
755,大普賢岳,だいふげんだけ,,,大峰,1780,34.22777778,135.9627778,奈良県,大峰山脈,☓
756,弥山,みせん,,,大峰,1895,34.18,135.9094444,奈良県,大峰山脈,☓
757,八経ヶ岳,はっきょうがだけ,,,大峰,1915,34.17361111,135.9075,奈良県,大峰山脈,日本百名山
758,仏生嶽,ぶっしょうがだけ,,,大峰,1805,34.13444444,135.9130556,奈良県,大峰山脈,☓
759,釈迦ヶ岳,しゃかがだけ,,,大峰,1800,34.11444444,135.9030556,奈良県,大峰山脈,日本二百名山
760,涅槃岳,ねはんだけ,,,大峰,1376,34.05833333,135.8969444,奈良県,大峰山脈,
761,笠捨山,かさすてやま,,,大峰,1353,33.98277778,135.8983333,奈良県,大峰山脈,
762,玉置山,たまきやま,,,大峰,1077,33.92666667,135.8316667,奈良県,大峰山脈,☓
763,高峰山,たかみねさん,,,,1045,34.03194444,136.1472222,三重県,紀伊山地東部,
764,子ノ泊山,ねのとまりやま,,,,907,33.79444444,135.9305556,三重県,紀伊山地東部,
765,龍門山,りゅうもんざん,,,,756,34.23805556,135.4113889,和歌山県,紀伊山地西部,
766,生石ヶ峰,おいしがみね,,,,870,34.105,135.3341667,和歌山県,紀伊山地西部,
767,白馬山,しらまやま,,,,957,34.01583333,135.3722222,和歌山県,紀伊山地西部,
768,伯母子岳,おばこだけ,,,,1344,34.0775,135.6508333,奈良県,紀伊山地西部,日本二百名山
769,護摩壇山,ごまだんざん,,,,1372,34.0575,135.5669444,奈良県 和歌山県,紀伊山地西部,
770,牛廻山,うしまわしやま,,,,1207,33.94888889,135.6313889,奈良県 和歌山県,紀伊山地西部,
771,冷水山,ひやみずやま,,,,1262,33.89916667,135.6527778,奈良県,紀伊山地西部,
772,大塔山,おおとうざん,,,,1122,33.72694444,135.7138889,和歌山県,紀伊山地西部,
773,法師山,ほうしやま,,,,1121,33.72583333,135.6652778,和歌山県,紀伊山地西部,
774,那智山,なちさん,,,,910,33.69611111,135.9008333,和歌山県,紀伊山地西部,
775,善司ノ森山,ぜんじのもりやま,,,,591,33.59361111,135.5469444,和歌山県,紀伊山地西部,
776,野坂岳,のさかだけ,,,,913,35.58972222,136.0247222,福井県,丹波高地,
777,雲谷山,くもだにやま,,,,786,35.55777778,135.945,福井県,丹波高地,
778,久須夜ヶ岳,くすやがだけ,,,,619,35.5575,135.7336111,福井県,丹波高地,
779,百里ヶ岳,ひゃくりがだけ,,,,931,35.39166667,135.81,福井県 滋賀県,丹波高地,
780,飯盛山,はんせいざん,,,,584,35.45194444,135.66,福井県,丹波高地,
781,青葉山,あおばやま,,,,693,35.505,135.4838889,福井県,丹波高地,
782,頭巾山,とうきんざん,,,,871,35.3775,135.5344444,福井県 京都府,丹波高地,
783,長老ヶ岳,ちょうろうがだけ,,,,917,35.30333333,135.4738889,京都府,丹波高地,
784,桟敷ヶ岳,さじきがだけ,,,,896,35.15916667,135.7172222,京都府,丹波高地,
785,愛宕山,あたごやま,,,,924,35.06027778,135.6341667,京都府,丹波高地,
786,ポンポン山,ぽんぽんやま,,,,679,34.93527778,135.6238889,京都府 大阪府,丹波高地,
787,妙見山,みょうけんさん,,,,660,34.92888889,135.4672222,大阪府 兵庫県,丹波高地,
788,歌垣山,うたがきやま,,,,553,34.97416667,135.4766667,大阪府,丹波高地,
789,剣尾山,けんびさん,,,,784,35.00361111,135.4038889,大阪府,丹波高地,
790,三嶽,みたけ,,,,793,35.12722222,135.245,兵庫県,丹波高地,
791,白髪岳,しらがだけ,,,,722,35.04611111,135.1347222,兵庫県,丹波高地,
792,太鼓山,たいこやま,,,,683,35.69527778,135.2041667,京都府,丹波高地,
793,磯砂山,いさなごさん,,,,661,35.54861111,135.0380556,京都府,丹波高地,
794,大江山,おおえやま,,,,832,35.45333333,135.1066667,京都府,丹波高地,
795,東床尾山,ひがしとこのおさん,,,,839,35.42194444,134.9158333,兵庫県,丹波高地,
796,来日岳,くるひだけ,,,,567,35.61194444,134.7855556,兵庫県,丹波高地,
797,六甲山,ろっこうさん,,,,931,34.77805556,135.2636111,兵庫県,六甲山地,
798,摩耶山,まやさん,,,,702,34.73305556,135.2041667,兵庫県,六甲山地,
799,妙見山,みょうけんやま,,,,522,34.49722222,134.9433333,兵庫県,淡路島,
800,諭鶴羽山,ゆづるはさん,,,,608,34.235,134.8141667,兵庫県,淡路島,
801,粟鹿山,あわがやま,,,,962,35.27277778,134.9155556,兵庫県,中国山地東部,
802,千ヶ峰,せんがみね,,,,1005,35.14472222,134.8838889,兵庫県,中国山地東部,
803,笠形山,かさがたやま,,,,939,35.06416667,134.8347222,兵庫県,中国山地東部,
804,久斗山,くとやま,,,,650,35.62111111,134.5627778,兵庫県,中国山地東部,
805,蘇武岳,そぶがたけ,,,,1074,35.47083333,134.6380556,兵庫県,中国山地東部,
806,妙見山,みょうけんやま,,,,1139,35.41055556,134.6438889,兵庫県,中国山地東部,
807,藤無山,ふじなしやま,,,,1139,35.26666667,134.6005556,兵庫県,中国山地東部,
808,段ヶ峰,だんがみね,,,,1103,35.19166667,134.7275,兵庫県,中国山地東部,
809,雪彦山,せっぴこさん,,,,915,35.07277778,134.6511111,兵庫県,中国山地東部,
810,扇ノ山,おうぎのせん,,,,1310,35.43972222,134.4408333,鳥取県,中国山地東部,
811,鉢伏山,はちぶせやま,,,,1222,35.39527778,134.5363889,兵庫県,中国山地東部,
812,氷ノ山,ひょうのせん,須賀ノ山,すがのせん,,1510,35.35388889,134.5138889,兵庫県 鳥取県,中国山地東部,日本二百名山
813,三室山,みむろやま,,,,1358,35.23666667,134.4627778,兵庫県 鳥取県,中国山地東部,
814,東山,とうせん,,,,1388,35.29222222,134.3830556,鳥取県,中国山地東部,
815,沖ノ山,おきのやま,,,,1318,35.24805556,134.3566667,鳥取県,中国山地東部,
816,後山,うしろやま,,,,1344,35.18694444,134.4111111,岡山県 兵庫県,中国山地東部,
817,那岐山,なぎさん,,,,1255,35.17166667,134.1802778,鳥取県 岡山県,中国山地東部,
818,書写山,しょしゃざん,,,,371,34.89277778,134.6563889,兵庫県,吉備高原東部,
819,白旗山,しらはたやま,,,,440,34.90833333,134.3808333,兵庫県,吉備高原東部,
820,八塔寺山,はっとうじさん,,,,538,34.92305556,134.2522222,岡山県,吉備高原東部,
821,金山,かなやま,,,,499,34.74472222,133.9408333,岡山県,吉備高原東部,
822,大平山,おおひらやま,,,,698,34.89888889,133.7069444,岡山県,吉備高原東部,
823,大満寺山,だいまんじさん,,,,608,36.25666667,133.3305556,島根県,隠岐,
824,焼火山,たくひやま,,,,452,36.07472222,133.0319444,島根県,隠岐,
825,朝日山,あさひやま,,,,344,35.50777778,132.9763889,島根県,島根半島,
826,鼻高山,はなたかせん,,,,536,35.4125,132.7527778,島根県,島根半島,
827,高鉢山,たかはちやま,,,,1203,35.36027778,134.0511111,鳥取県,中国山地中部,
828,花知ヶ仙,はなちがせん,,,,1247,35.25944444,133.975,岡山県,中国山地中部,
829,津黒山,つぐろせん,,,,1118,35.25194444,133.815,岡山県,中国山地中部,
830,蒜山,ひるぜん,,,,1202,35.325,133.6633333,鳥取県 岡山県,中国山地中部,日本二百名山
831,矢筈ヶ山,やはずがせん,,,,1358,35.38666667,133.5808333,鳥取県,中国山地中部,
832,大山,だいせん,,,,1729,35.37111111,133.5461111,鳥取県,中国山地中部,日本百名山
833,烏ヶ山,からすがせん,,,,1448,35.35583333,133.5702778,鳥取県,中国山地中部,
834,毛無山,けなしがせん,,,,1219,35.23555556,133.5147222,鳥取県 岡山県,中国山地中部,
835,宝仏山,ほうぶつざん,,,,1005,35.22972222,133.4702778,鳥取県,中国山地中部,
836,星山,ほしやま,,,,1030,35.14194444,133.6772222,岡山県,中国山地中部,
837,花見山,はなみやま,,,,1188,35.1525,133.4011111,鳥取県 岡山県,中国山地中部,
838,大倉山,おおくらやま,,,,1112,35.13361111,133.3552778,鳥取県,中国山地中部,
839,船通山,せんつうざん,,,,1142,35.15583333,133.1786111,島根県 鳥取県,中国山地中部,
840,道後山,どうごやま,,,,1271,35.06944444,133.2327778,広島県 鳥取県,中国山地中部,
841,比婆山,ひばやま,立烏帽子山,たてえぼしやま,,1299,35.05166667,133.0655556,広島県,中国山地中部,
842,烏帽子山,えぼしやま,,,,1225,35.07,133.0522222,広島県 島根県,中国山地中部,☓
